,industry_category,stock_id,stock_name,type,date
0,ETF,0050,元大台灣50,twse,2022-12-14
1,ETF,0051,元大中型100,twse,2022-12-14
2,ETF,0052,富邦科技,twse,2022-12-14
3,ETF,0053,元大電子,twse,2022-12-14
4,ETF,0054,元大台商50,twse,2022-12-14
5,ETF,0055,元大MSCI金融,twse,2022-12-14
6,ETF,0056,元大高股息,twse,2022-12-14
7,ETF,0057,富邦摩台,twse,2022-12-14
8,ETF,0058,富邦發達,twse,2022-12-14
9,ETF,0059,富邦金融,twse,2022-12-14
10,ETF,0060,新台灣,twse,2022-12-14
11,ETF,0061,元大寶滬深,twse,2022-12-14
12,上櫃指數股票型基金(ETF),006201,元大富櫃50,tpex,2022-12-14
13,ETF,006203,元大MSCI台灣,twse,2022-12-14
14,ETF,006204,永豐臺灣加權,twse,2022-12-14
15,ETF,006205,富邦上証,twse,2022-12-14
16,ETF,006206,元大上證50,twse,2022-12-14
17,ETF,006207,FH滬深,twse,2022-12-14
18,ETF,006208,富邦台50,twse,2022-12-14
19,ETF,00625K,富邦上証+R,twse,2022-12-14
20,ETF,00631L,元大台灣50正2,twse,2022-12-14
21,ETF,00632R,元大台灣50反1,twse,2022-12-14
22,ETF,00633L,富邦上証正2,twse,2022-12-14
23,ETF,00634R,富邦上証反1,twse,2022-12-14
24,ETF,00635U,期元大S&P黃金,twse,2022-12-14
25,ETF,00636,國泰中國A50,twse,2022-12-14
26,ETF,00636K,國泰中國A50+U,twse,2022-12-14
27,ETF,00637L,元大滬深300正2,twse,2022-12-14
28,ETF,00638R,元大滬深300反1,twse,2022-12-14
29,ETF,00639,富邦深100,twse,2022-12-14
30,ETF,00640L,富邦日本正2,twse,2022-12-14
31,ETF,00641R,富邦日本反1,twse,2022-12-14
32,ETF,00642U,期元大S&P石油,twse,2022-12-14
33,ETF,00643,群益深証中小,twse,2022-12-14
34,ETF,00643K,群益深証中小+R,twse,2022-12-14
35,ETF,00645,富邦日本,twse,2022-12-14
36,ETF,00646,元大S&P500,twse,2022-12-14
37,ETF,00647L,元大S&P500正2,twse,2022-12-14
38,ETF,00648R,元大S&P500反1,twse,2022-12-14
39,ETF,00649,FH香港,twse,2022-12-14
40,ETF,00650L,FH香港正2,twse,2022-12-14
41,ETF,00651R,FH香港反1,twse,2022-12-14
42,ETF,00652,富邦印度,twse,2022-12-14
43,ETF,00653L,富邦印度正2,twse,2022-12-14
44,ETF,00654R,富邦印度反1,twse,2022-12-14
45,ETF,00655L,國泰中國A50正2,twse,2022-12-14
46,ETF,00656R,國泰中國A50反1,twse,2022-12-14
47,ETF,00657,國泰日經225,twse,2022-12-14
48,ETF,00657K,國泰日經225+U,twse,2022-12-14
49,ETF,00658L,國泰日本正2,twse,2022-12-14
50,ETF,00659R,國泰日本反1,twse,2022-12-14
51,ETF,00660,元大歐洲50,twse,2022-12-14
52,ETF,00661,元大日經225,twse,2022-12-14
53,ETF,00662,富邦NASDAQ,twse,2022-12-14
54,ETF,00663L,國泰臺灣加權正2,twse,2022-12-14
55,ETF,00664R,國泰臺灣加權反1,twse,2022-12-14
56,ETF,00665L,富邦恒生國企正2,twse,2022-12-14
57,ETF,00666R,富邦恒生國企反1,twse,2022-12-14
58,ETF,00667,元大韓國,twse,2022-12-14
59,ETF,00668,國泰美國道瓊,twse,2022-12-14
60,ETF,00668K,國泰美國道瓊+U,twse,2022-12-14
61,ETF,00669R,國泰美國道瓊反1,twse,2022-12-14
62,ETF,00670L,富邦NASDAQ正2,twse,2022-12-14
63,ETF,00671R,富邦NASDAQ反1,twse,2022-12-14
64,ETF,00672L,元大S&P原油正2,twse,2022-12-14
65,ETF,00673R,期元大S&P原油反1,twse,2022-12-14
66,ETF,00674R,期元大S&P黃金反1,twse,2022-12-14
67,ETF,00675L,富邦臺灣加權正2,twse,2022-12-14
68,ETF,00676R,富邦臺灣加權反1,twse,2022-12-14
69,ETF,00677U,期富邦VIX,twse,2022-12-14
70,ETF,00678,群益NBI生技,twse,2022-12-14
71,上櫃指數股票型基金(ETF),00679B,元大美債20年,tpex,2022-12-14
72,ETF,00680L,元大美債20正2,twse,2022-12-14
73,ETF,00681R,元大美債20反1,twse,2022-12-14
74,ETF,00682U,期元大美元指數,twse,2022-12-14
75,ETF,00683L,期元大美元指正2,twse,2022-12-14
76,ETF,00684R,期元大美元指反1,twse,2022-12-14
77,ETF,00685L,群益臺灣加權正2,twse,2022-12-14
78,ETF,00686R,群益臺灣加權反1,twse,2022-12-14
79,上櫃指數股票型基金(ETF),00687B,國泰20年美債,tpex,2022-12-14
80,ETF,00688L,國泰20年美債正2,twse,2022-12-14
81,ETF,00689R,國泰20年美債反1,twse,2022-12-14
82,ETF,00690,兆豐藍籌30,twse,2022-12-14
83,ETF,00691R,兆豐藍籌30反1,twse,2022-12-14
84,ETF,00692,富邦公司治理,twse,2022-12-14
85,ETF,00693U,期街口S&P黃豆,twse,2022-12-14
86,上櫃指數股票型基金(ETF),00694B,富邦美債1-3,tpex,2022-12-14
87,上櫃指數股票型基金(ETF),00695B,富邦美債7-10,tpex,2022-12-14
88,上櫃指數股票型基金(ETF),00696B,富邦美債20年,tpex,2022-12-14
89,上櫃指數股票型基金(ETF),00697B,元大美債7-10,tpex,2022-12-14
90,ETF,00698L,元大美債7-10正2,twse,2022-12-14
91,ETF,00699R,元大美債7-10反1,twse,2022-12-14
92,ETF,00700,富邦恒生國企,twse,2022-12-14
93,ETF,00701,國泰股利精選30,twse,2022-12-14
94,ETF,00702,國泰標普低波高息,twse,2022-12-14
95,ETF,00703,台新MSCI中國,twse,2022-12-14
96,ETF,00704L,台新MSCI台灣正2,twse,2022-12-14
97,ETF,00705R,台新MSCI台灣反1,twse,2022-12-14
98,ETF,00706L,期元大S&P日圓正2,twse,2022-12-14
99,ETF,00707R,期元大S&P日圓反1,twse,2022-12-14
100,ETF,00708L,期元大S&P黃金正2,twse,2022-12-14
101,ETF,00709,富邦歐洲,twse,2022-12-14
102,ETF,00710B,FH彭博非投等債,twse,2022-12-14
103,ETF,00711B,FH彭博新興債,twse,2022-12-14
104,ETF,00712,FH富時不動產,twse,2022-12-14
105,ETF,00713,元大台灣高息低波,twse,2022-12-14
106,ETF,00714,群益道瓊美國地產,twse,2022-12-14
107,ETF,00715L,期街口布蘭特正2,twse,2022-12-14
108,ETF,00716R,華頓S&P布蘭特反1,twse,2022-12-14
109,ETF,00717,富邦美國特別股,twse,2022-12-14
110,上櫃指數股票型基金(ETF),00718B,富邦中國政策債,tpex,2022-12-14
111,上櫃指數股票型基金(ETF),00719B,元大美債1-3,tpex,2022-12-14
112,上櫃指數股票型基金(ETF),00720B,元大投資級公司債,tpex,2022-12-14
113,上櫃指數股票型基金(ETF),00721B,元大中國債3-5,tpex,2022-12-14
114,上櫃指數股票型基金(ETF),00722B,群益15年IG電信債,tpex,2022-12-14
115,上櫃指數股票型基金(ETF),00723B,群益15年IG科技債,tpex,2022-12-14
116,上櫃指數股票型基金(ETF),00724B,群益10年IG金融債,tpex,2022-12-14
117,上櫃指數股票型基金(ETF),00725B,國泰投資級公司債,tpex,2022-12-14
118,上櫃指數股票型基金(ETF),00726B,國泰5Y+新興債,tpex,2022-12-14
119,上櫃指數股票型基金(ETF),00727B,國泰1-5Y非投等債,tpex,2022-12-14
120,ETF,00728,第一金工業30,twse,2022-12-14
121,ETF,00729R,第一金工業30反1,twse,2022-12-14
122,ETF,00730,富邦臺灣優質高息,twse,2022-12-14
123,ETF,00731,FH富時高息低波,twse,2022-12-14
124,ETF,00732,國泰RMB短期報酬,twse,2022-12-14
125,ETF,00733,富邦臺灣中小,twse,2022-12-14
126,上櫃指數股票型基金(ETF),00734B,台新JPM新興債,tpex,2022-12-14
127,ETF,00735,國泰臺韓科技,twse,2022-12-14
128,ETF,00736,國泰新興市場,twse,2022-12-14
129,ETF,00737,國泰AI+Robo,twse,2022-12-14
130,ETF,00738U,期元大道瓊白銀,twse,2022-12-14
131,ETF,00739,元大MSCI A股,twse,2022-12-14
132,上櫃指數股票型基金(ETF),00740B,富邦全球投等債,tpex,2022-12-14
133,上櫃指數股票型基金(ETF),00741B,富邦全球非投等債,tpex,2022-12-14
134,ETF,00742,新光內需收益,twse,2022-12-14
135,ETF,00743,國泰中國A150,twse,2022-12-14
136,上櫃指數股票型基金(ETF),00744B,國泰中國政金債5+,tpex,2022-12-14
137,上櫃指數股票型基金(ETF),00745B,富邦中政債0-1,tpex,2022-12-11
138,上櫃指數股票型基金(ETF),00746B,富邦A級公司債,tpex,2022-12-14
139,上櫃指數股票型基金(ETF),00747B,FH中國政策債,tpex,2022-12-14
140,上櫃指數股票型基金(ETF),00748B,凱基中國債3-10,tpex,2022-12-14
141,上櫃指數股票型基金(ETF),00749B,凱基新興債10+,tpex,2022-12-14
142,上櫃指數股票型基金(ETF),00750B,凱基科技債10+,tpex,2022-12-14
143,上櫃指數股票型基金(ETF),00751B,元大AAA至A公司債,tpex,2022-12-14
144,ETF,00752,中信中國50,twse,2022-12-14
145,ETF,00753L,中信中國50正2,twse,2022-12-14
146,上櫃指數股票型基金(ETF),00754B,群益AAA-AA公司債,tpex,2022-12-14
147,上櫃指數股票型基金(ETF),00755B,群益15年IG公用債,tpex,2022-12-14
148,上櫃指數股票型基金(ETF),00756B,群益15年EM主權債,tpex,2022-12-14
149,ETF,00757,統一FANG+,twse,2022-12-14
150,上櫃指數股票型基金(ETF),00758B,FH能源債,tpex,2022-12-14
151,上櫃指數股票型基金(ETF),00759B,FH製藥債,tpex,2022-12-14
152,上櫃指數股票型基金(ETF),00760B,FH新興企業債,tpex,2022-12-14
153,上櫃指數股票型基金(ETF),00761B,國泰A級公司債,tpex,2022-12-14
154,ETF,00762,元大全球AI,twse,2022-12-14
155,ETF,00763U,期街口道瓊銅,twse,2022-12-14
156,上櫃指數股票型基金(ETF),00764B,群益25年美債,tpex,2022-12-14
157,上櫃指數股票型基金(ETF),00765B,群益中國政金債,tpex,2022-12-14
158,ETF,00766L,台新MSCI中國正2,twse,2022-12-14
159,ETF,00767,FH美國金融股,twse,2022-12-14
160,上櫃指數股票型基金(ETF),00768B,FH20年美債,tpex,2022-12-14
161,ETF,00770,國泰北美科技,twse,2022-12-14
162,ETF,00771,元大US高息特別股,twse,2022-12-14
163,上櫃指數股票型基金(ETF),00772B,中信高評級公司債,tpex,2022-12-14
164,上櫃指數股票型基金(ETF),00773B,中信優先金融債,tpex,2022-12-14
165,ETF,00774B,新光中國政金綠債,twse,2022-12-14
166,ETF,00774C,新光中政金綠債+R,twse,2022-12-14
167,ETF,00775B,新光投等債15+,twse,2022-12-14
168,ETF,00776,新光ICE美國權值,twse,2022-12-14
169,上櫃指數股票型基金(ETF),00777B,凱基AAA至A公司債,tpex,2022-12-14
170,上櫃指數股票型基金(ETF),00778B,凱基金融債20+,tpex,2022-12-14
171,上櫃指數股票型基金(ETF),00779B,凱基美債25+,tpex,2022-12-14
172,上櫃指數股票型基金(ETF),00780B,國泰A級金融債,tpex,2022-12-14
173,上櫃指數股票型基金(ETF),00781B,國泰A級科技債,tpex,2022-12-14
174,上櫃指數股票型基金(ETF),00782B,國泰A級公用債,tpex,2022-12-14
175,ETF,00783,富邦中証500,twse,2022-12-14
176,上櫃指數股票型基金(ETF),00784B,富邦中國投等債,tpex,2022-12-14
177,上櫃指數股票型基金(ETF),00785B,富邦金融投等債,tpex,2022-12-14
178,上櫃指數股票型基金(ETF),00786B,元大10年IG銀行債,tpex,2022-12-14
179,上櫃指數股票型基金(ETF),00787B,元大10年IG醫療債,tpex,2022-12-14
180,上櫃指數股票型基金(ETF),00788B,元大10年IG電能債,tpex,2022-12-14
181,上櫃指數股票型基金(ETF),00789B,FH公司債A3,tpex,2022-12-14
182,上櫃指數股票型基金(ETF),00790B,FH次順位IG金融債,tpex,2022-12-14
183,上櫃指數股票型基金(ETF),00791B,FH美元信用債1-5Y,tpex,2022-12-14
184,上櫃指數股票型基金(ETF),00792B,群益A級公司債,tpex,2022-12-14
185,上櫃指數股票型基金(ETF),00793B,群益AAA-A醫療債,tpex,2022-12-14
186,上櫃指數股票型基金(ETF),00794B,群益7+中國政金債,tpex,2022-12-14
187,上櫃指數股票型基金(ETF),00795B,中信美國公債20年,tpex,2022-12-14
188,上櫃指數股票型基金(ETF),00796B,中信中國債7-10,tpex,2022-08-27
189,上櫃指數股票型基金(ETF),00798B,國泰中企A級債7+,tpex,2020-07-16
190,上櫃指數股票型基金(ETF),00799B,國泰A級醫療債,tpex,2022-12-14
191,ETF,0080,恒中國,twse,2022-12-14
192,ETF,0081,恒香港,twse,2022-12-14
193,ETF,008201,BP上證50,twse,2022-12-14
194,ETF,00830,國泰費城半導體,twse,2022-12-14
195,上櫃指數股票型基金(ETF),00831B,新光美債1-3,tpex,2022-12-14
196,上櫃指數股票型基金(ETF),00832B,新光美債20+,tpex,2021-09-11
197,上櫃指數股票型基金(ETF),00833B,第一金美債20+,tpex,2020-12-03
198,上櫃指數股票型基金(ETF),00834B,第一金金融債10+,tpex,2022-12-14
199,上櫃指數股票型基金(ETF),00835B,第一金科技債10+,tpex,2020-06-24
200,上櫃指數股票型基金(ETF),00836B,永豐10年A公司債,tpex,2022-12-14
201,上櫃指數股票型基金(ETF),00837B,永豐15年金融債,tpex,2020-07-02
202,上櫃指數股票型基金(ETF),00838B,永豐7-10年中國債,tpex,2022-06-02
203,上櫃指數股票型基金(ETF),00839B,凱基醫療保健債,tpex,2021-08-05
204,上櫃指數股票型基金(ETF),00840B,凱基IG精選15+,tpex,2022-12-14
205,上櫃指數股票型基金(ETF),00841B,凱基AAA-AA公司債,tpex,2022-12-14
206,上櫃指數股票型基金(ETF),00842B,台新美元銀行債,tpex,2022-12-14
207,上櫃指數股票型基金(ETF),00843B,台新中國政策債,tpex,2022-07-22
208,上櫃指數股票型基金(ETF),00844B,新光15年IG金融債,tpex,2022-12-14
209,上櫃指數股票型基金(ETF),00845B,富邦新興投等債,tpex,2022-12-14
210,上櫃指數股票型基金(ETF),00846B,富邦歐洲銀行債,tpex,2022-12-14
211,上櫃指數股票型基金(ETF),00847B,中信美國市政債,tpex,2022-12-14
212,上櫃指數股票型基金(ETF),00848B,中信新興亞洲債,tpex,2022-12-14
213,上櫃指數股票型基金(ETF),00849B,中信EM主權債0-5,tpex,2022-12-14
214,ETF,00850,元大臺灣ESG永續,twse,2022-12-14
215,ETF,00851,台新全球AI,twse,2022-12-14
216,ETF,00852L,國泰美國道瓊正2,twse,2022-12-14
217,上櫃指數股票型基金(ETF),00853B,統一美債10年Aa-A,tpex,2022-12-14
218,上櫃指數股票型基金(ETF),00854B,富邦全球保險債,tpex,2020-12-04
219,上櫃指數股票型基金(ETF),00855B,富邦全球能源債,tpex,2020-12-04
220,上櫃指數股票型基金(ETF),00856B,永豐1-3年美公債,tpex,2022-12-14
221,上櫃指數股票型基金(ETF),00857B,永豐20年美公債,tpex,2022-12-14
222,上櫃指數股票型基金(ETF),00858,永豐美國500大,tpex,2022-12-14
223,上櫃指數股票型基金(ETF),00859B,群益0-1年美債,tpex,2022-12-14
224,上櫃指數股票型基金(ETF),00860B,群益1-5年IG債,tpex,2022-12-14
225,ETF,00861,元大全球未來通訊,twse,2022-12-14
226,上櫃指數股票型基金(ETF),00862B,中信投資級公司債,tpex,2022-12-14
227,上櫃指數股票型基金(ETF),00863B,中信全球電信債,tpex,2022-12-14
228,上櫃指數股票型基金(ETF),00864B,中信美國公債0-1,tpex,2022-12-14
229,ETF,00865B,國泰US短期公債,twse,2022-12-14
230,ETF,00866,新光Shiller CAPE,twse,2022-12-14
231,上櫃指數股票型基金(ETF),00867B,新光A-BBB電信債,tpex,2022-12-14
232,上櫃指數股票型基金(ETF),00868B,FT1-3年美公債,tpex,2021-05-14
233,上櫃指數股票型基金(ETF),00869B,FT10-25年公司債,tpex,2021-08-19
234,上櫃指數股票型基金(ETF),00870B,元大15年EM主權債,tpex,2022-12-14
235,上櫃指數股票型基金(ETF),00871B,元大中國政金債,tpex,2021-03-03
236,上櫃指數股票型基金(ETF),00872B,凱基美債1-3,tpex,2021-10-08
237,上櫃指數股票型基金(ETF),00873B,凱基新興債1-5,tpex,2021-02-23
238,上櫃指數股票型基金(ETF),00874B,凱基BBB公司債15+,tpex,2021-02-23
239,ETF,00875,國泰網路資安,twse,2022-12-14
240,ETF,00876,元大全球5G,twse,2022-12-14
241,上櫃指數股票型基金(ETF),00877,FH中國5G,tpex,2022-12-14
242,ETF,00878,國泰永續高股息,twse,2022-12-14
243,上櫃指數股票型基金(ETF),00879B,第一金美債0-1,tpex,2021-10-08
244,上櫃指數股票型基金(ETF),00880B,第一金電信債15+,tpex,2021-10-08
245,ETF,00881,國泰台灣5G+,twse,2022-12-14
246,ETF,00882,中信中國高股息,twse,2022-12-14
247,上櫃指數股票型基金(ETF),00883B,中信ESG投資級債,tpex,2022-12-14
248,上櫃指數股票型基金(ETF),00884B,中信低碳新興債,tpex,2022-12-14
249,ETF,00885,富邦越南,twse,2022-12-14
250,上櫃指數股票型基金(ETF),00886,永豐美國科技,tpex,2022-12-14
251,上櫃指數股票型基金(ETF),00887,永豐中國科技50大,tpex,2022-12-14
252,上櫃指數股票型基金(ETF),00888,永豐台灣ESG,tpex,2022-12-14
253,上櫃指數股票型基金(ETF),00889B,凱基ESG新興債15+,tpex,2022-06-24
254,上櫃指數股票型基金(ETF),00890B,凱基ESG BBB債15+,tpex,2022-12-14
255,ETF,00891,中信關鍵半導體,twse,2022-12-14
256,ETF,00892,富邦台灣半導體,twse,2022-12-14
257,ETF,00893,國泰智能電動車,twse,2022-12-14
258,ETF,00894,中信小資高價30,twse,2022-12-14
259,ETF,00895,富邦未來車,twse,2022-12-14
260,ETF,00896,中信綠能及電動車,twse,2022-12-14
261,ETF,00897,富邦基因免疫生技,twse,2022-12-14
262,ETF,00898,國泰基因免疫革命,twse,2022-12-14
263,ETF,00899,FT潔淨能源,twse,2022-12-14
264,ETF,00900,富邦特選高股息30,twse,2022-12-14
265,ETF,00901,永豐智能車供應鏈,twse,2022-12-14
266,ETF,00902,中信電池及儲能,twse,2022-12-14
267,ETF,00903,富邦元宇宙,twse,2022-12-14
268,ETF,00904,新光臺灣半導體30,twse,2022-12-14
269,ETF,00905,FT臺灣Smart,twse,2022-12-14
270,ETF,00906,大華元宇宙科技50,twse,2022-12-14
271,ETF,00907,永豐優息存股,twse,2022-12-14
272,ETF,00908,富邦入息REITs+,twse,2022-12-14
273,ETF,00909,國泰數位支付服務,twse,2022-12-14
274,ETF,00910,第一金太空衛星,twse,2022-12-14
275,ETF,00911,兆豐洲際半導體,twse,2022-12-14
276,ETF,00912,中信臺灣智慧50,twse,2022-12-14
277,ETF,00913,兆豐台灣晶圓製造,twse,2022-12-14
278,ETF,00915,凱基優選高股息30,twse,2022-12-14
279,ETF,00916,國泰全球品牌50,twse,2022-12-14
280,ETF,00917,中信特選金融,twse,2022-12-14
281,ETF,00918,大華優利高填息30,twse,2022-12-14
282,ETF,00919,群益台灣精選高息,twse,2022-12-14
283,ETF,00920,富邦ESG綠色電力,twse,2022-12-14
284,受益證券,01001T,土銀富邦R1,twse,2020-11-14
285,受益證券,01002T,土銀國泰R1,twse,2020-11-14
286,受益證券,01003T,兆豐新光R1,twse,2020-11-14
287,受益證券,01004T,土銀富邦R2,twse,2020-11-14
288,受益證券,01005T,三鼎,twse,2020-11-14
289,受益證券,01007T,兆豐國泰R2,twse,2020-11-14
290,受益證券,01008T,駿馬R1,twse,2020-11-14
291,受益證券,01009T,王道圓滿R1,twse,2020-11-14
292,指數投資證券(ETN),020001,富邦存股雙十N,tpex,2022-12-14
293,指數投資證券(ETN),020003,統一漲升股利150N,tpex,2022-04-30
294,指數投資證券(ETN),020009,群益A50綠碳N,tpex,2022-04-30
295,指數投資證券(ETN),020010,永昌富櫃200N,tpex,2022-09-30
296,指數投資證券(ETN),020013,元富亞洲高股息N,tpex,2022-12-14
297,指數投資證券(ETN),020014,元大富櫃200N,tpex,2022-12-14
298,指數投資證券(ETN),020017,永豐富櫃200N,tpex,2021-06-12
299,指數投資證券(ETN),02001B,統一美國政府債N,tpex,2022-12-14
300,指數投資證券(ETN),020021,統一恒生科技N,tpex,2022-03-18
301,指數投資證券(ETN),020023,元大櫃買半導體N,tpex,2022-12-14
302,指數投資證券(ETN),020024,兆豐富櫃200N,tpex,2022-12-14
303,指數投資證券(ETN),020025,統一亞洲半導體N,tpex,2022-12-14
304,指數投資證券(ETN),020026,兆豐上櫃ESG電菁N,tpex,2022-12-14
305,指數投資證券(ETN),020027,元大上櫃ESG成長N,tpex,2022-12-14
306,指數投資證券(ETN),02002L,兆豐富櫃200正二N,tpex,2022-12-14
307,指數投資證券(ETN),020033,統一恒生科期N,tpex,2022-12-14
308,指數投資證券(ETN),020035,元大上櫃ESG高息N,tpex,2022-12-14
309,指數投資證券(ETN),02003L,永豐富櫃200正2N,tpex,2022-12-14
310,水泥工業,1101,台泥,twse,2022-12-14
311,水泥工業,1101B,台泥乙特,twse,2022-12-14
312,水泥工業,1102,亞泥,twse,2022-12-14
313,水泥工業,1103,嘉泥,twse,2022-12-14
314,水泥工業,1104,環泥,twse,2022-12-14
315,其他,1107,建台,twse,2022-12-14
316,水泥工業,1108,幸福,twse,2022-12-14
317,水泥工業,1109,信大,twse,2022-12-14
318,水泥工業,1110,東泥,twse,2022-12-14
319,食品工業,1201,味全,twse,2022-12-14
320,食品工業,1203,味王,twse,2022-12-14
321,食品工業,1210,大成,twse,2022-12-14
322,食品工業,1213,大飲,twse,2022-12-14
323,食品工業,1215,卜蜂,twse,2022-12-14
324,食品工業,1216,統一,twse,2022-12-14
325,食品工業,1217,愛之味,twse,2022-12-14
326,食品工業,1218,泰山,twse,2022-12-14
327,食品工業,1219,福壽,twse,2022-12-14
328,食品工業,1220,台榮,twse,2022-12-14
329,食品工業,1225,福懋油,twse,2022-12-14
330,食品工業,1227,佳格,twse,2022-12-14
331,食品工業,1229,聯華,twse,2022-12-14
332,電器電纜,1230,聯成食,twse,2022-12-14
333,食品工業,1231,聯華食,twse,2022-12-14
334,食品工業,1232,大統益,twse,2022-12-14
335,食品工業,1233,天仁,twse,2022-12-14
336,食品工業,1234,黑松,twse,2022-12-14
337,食品工業,1235,興泰,twse,2022-12-14
338,食品工業,1236,宏亞,twse,2022-12-14
339,農業科技業,1240,茂生農經,tpex,2022-12-14
340,食品工業,1256,鮮活果汁-KY,twse,2022-12-14
341,食品工業,1258,其祥-KY,tpex,2022-12-14
342,觀光事業,1259,安心,tpex,2022-12-14
343,其他,1262,綠悅-KY,twse,2022-12-14
344,食品工業,1264,德麥,tpex,2022-12-14
345,觀光事業,1268,漢來美食,tpex,2022-12-14
346,塑膠工業,1301,台塑,twse,2022-12-14
347,塑膠工業,1303,南亞,twse,2022-12-14
348,塑膠工業,1304,台聚,twse,2022-12-14
349,塑膠工業,1305,華夏,twse,2022-12-14
350,塑膠工業,1307,三芳,twse,2022-12-14
351,塑膠工業,1308,亞聚,twse,2022-12-14
352,塑膠工業,1309,台達化,twse,2022-12-14
353,塑膠工業,1310,台苯,twse,2022-12-14
354,塑膠工業,1311,福聚,twse,2022-12-14
355,塑膠工業,1312,國喬,twse,2022-12-14
356,塑膠工業,1312A,國喬特,twse,2022-12-14
357,塑膠工業,1313,聯成,twse,2022-12-14
358,塑膠工業,1314,中石化,twse,2022-12-14
359,塑膠工業,1315,達新,twse,2022-12-14
360,建材營造,1316,上曜,twse,2022-12-14
361,汽車工業,1319,東陽,twse,2022-12-14
362,塑膠工業,1321,大洋,twse,2022-12-14
363,塑膠工業,1323,永裕,twse,2022-12-14
364,塑膠工業,1324,地球,twse,2022-12-14
365,塑膠工業,1325,恆大,twse,2022-12-14
366,塑膠工業,1326,台化,twse,2022-12-14
367,電子零組件業,1336,台翰,tpex,2022-12-14
368,塑膠工業,1337,再生-KY,twse,2022-12-14
369,汽車工業,1338,廣華-KY,twse,2022-12-14
370,汽車工業,1339,昭輝,twse,2022-12-14
371,塑膠工業,1340,勝悅-KY,twse,2022-12-14
372,塑膠工業,1341,富林-KY,twse,2022-12-14
373,其他,1342,八貫,twse,2022-12-14
374,紡織纖維,1402,遠東新,twse,2022-12-14
375,紡織纖維,1409,新纖,twse,2022-12-14
376,紡織纖維,1410,南染,twse,2022-12-14
377,紡織纖維,1413,宏洲,twse,2022-12-14
378,紡織纖維,1414,東和,twse,2022-12-14
379,其他,1416,廣豐,twse,2022-12-14
380,紡織纖維,1417,嘉裕,twse,2022-12-14
381,紡織纖維,1418,東華,twse,2022-12-14
382,紡織纖維,1419,新紡,twse,2022-12-14
383,紡織纖維,1423,利華,twse,2022-12-14
384,貿易百貨,1432,大魯閣,twse,2022-12-14
385,紡織纖維,1434,福懋,twse,2022-12-14
386,其他,1435,中福,twse,2022-12-14
387,建材營造,1436,華友聯,twse,2022-12-14
388,其他,1437,勤益控,twse,2022-12-14
389,建材營造,1438,三地開發,twse,2022-12-14
390,紡織纖維,1439,雋揚,twse,2022-12-14
391,紡織纖維,1440,南紡,twse,2022-12-14
392,紡織纖維,1441,大東,twse,2022-12-14
393,建材營造,1442,名軒,twse,2022-12-14
394,其他,1443,立益物流,twse,2022-12-14
395,紡織纖維,1443,立益,twse,2021-06-01
396,紡織纖維,1444,力麗,twse,2022-12-14
397,紡織纖維,1445,大宇,twse,2022-12-14
398,紡織纖維,1446,宏和,twse,2022-12-14
399,紡織纖維,1447,力鵬,twse,2022-12-14
400,紡織纖維,1449,佳和,twse,2022-12-14
401,紡織纖維,1451,年興,twse,2022-12-14
402,紡織纖維,1452,宏益,twse,2022-12-14
403,建材營造,1453,大將,twse,2022-12-14
404,紡織纖維,1453,大將,twse,2021-06-01
405,紡織纖維,1454,台富,twse,2022-12-14
406,紡織纖維,1455,集盛,twse,2022-12-14
407,建材營造,1456,怡華,twse,2022-12-14
408,紡織纖維,1456,怡華,twse,2021-06-01
409,紡織纖維,1457,宜進,twse,2022-12-14
410,紡織纖維,1459,聯發,twse,2022-12-14
411,紡織纖維,1460,宏遠,twse,2022-12-14
412,紡織纖維,1463,強盛,twse,2022-12-14
413,紡織纖維,1464,得力,twse,2022-12-14
414,紡織纖維,1465,偉全,twse,2022-12-14
415,紡織纖維,1466,聚隆,twse,2022-12-14
416,紡織纖維,1467,南緯,twse,2022-12-14
417,紡織纖維,1468,昶和,twse,2022-12-14
418,紡織纖維,1469,理隆,twse,2022-12-14
419,紡織纖維,1470,大統新創,twse,2022-12-14
420,電子工業,1471,首利,twse,2022-12-14
421,電子零組件業,1471,首利,twse,2022-12-14
422,紡織纖維,1472,三洋實業,twse,2022-12-14
423,紡織纖維,1473,台南,twse,2022-12-14
424,紡織纖維,1474,弘裕,twse,2022-12-14
425,紡織纖維,1475,業旺,twse,2022-12-14
426,紡織纖維,1476,儒鴻,twse,2022-12-14
427,紡織纖維,1477,聚陽,twse,2022-12-14
428,電機機械,1503,士電,twse,2022-12-14
429,電機機械,1504,東元,twse,2022-12-14
430,電機機械,1506,正道,twse,2022-12-14
431,電機機械,1507,永大,twse,2022-12-14
432,汽車工業,1512,瑞利,twse,2022-12-14
433,電機機械,1513,中興電,twse,2022-12-14
434,電機機械,1514,亞力,twse,2022-12-14
435,電機機械,1515,力山,twse,2022-12-14
436,其他,1516,川飛,twse,2022-12-14
437,電機機械,1517,利奇,twse,2022-12-14
438,電機機械,1519,華城,twse,2022-12-14
439,其他,1520,復盛,twse,2022-12-14
440,汽車工業,1521,大億,twse,2022-12-14
441,汽車工業,1522,堤維西,twse,2022-12-14
442,汽車工業,1522A,堤維西甲特,twse,2022-12-14
443,電機機械,1523,開億,twse,2022-12-14
444,汽車工業,1524,耿鼎,twse,2022-12-14
445,汽車工業,1525,江申,twse,2022-12-14
